"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","URL Encoded Address","Crawl Timestamp"
"http://localhost:3000/robot.txt/legals/privacy-policy","","307","Temporary Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","2","","1","1","0","100.000","0","0","0","0","0","0","","","","","","0.009","","https://frank-meerkat-31.clerk.accounts.dev/v1/client/handshake?redirect_url=http%3A%2F%2Flocalhost%3A3000%2Frobot.txt%2Flegals%2Fprivacy-policy&__clerk_api_version=2025-04-10&suffixed_cookies=false&__clerk_hs_reason=dev-browser-missing&format=nonce","HTTP Redirect","","","1.1","","http://localhost:3000/robot.txt/legals/privacy-policy","2025-08-22 16:35:14"
"http://localhost:3000/_next/static/chunks/src_components_ui_086f3f5f._.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.004","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/src_components_ui_086f3f5f._.js","2025-08-22 16:35:14"
"http://localhost:3000/ko","","307","Temporary Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","1","1","0","100.000","0","0","0","0","0","0","","","","","","0.008","","https://frank-meerkat-31.clerk.accounts.dev/v1/client/handshake?redirect_url=http%3A%2F%2Flocalhost%3A3000%2Fko&__clerk_api_version=2025-04-10&suffixed_cookies=false&__clerk_hs_reason=dev-browser-missing&format=nonce","HTTP Redirect","","","1.1","","http://localhost:3000/ko","2025-08-22 16:35:14"
"http://localhost:3000/_next/static/chunks/fbff6_next_dist_3e026878._.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.005","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/fbff6_next_dist_3e026878._.js","2025-08-22 16:35:14"
"http://localhost:3000/_next/static/chunks/0894d_tailwind-merge_dist_bundle-mjs_mjs_705de4d7._.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.007","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/0894d_tailwind-merge_dist_bundle-mjs_mjs_705de4d7._.js","2025-08-22 16:35:14"
"http://localhost:3000/_next/static/chunks/src_components_0a88f67d._.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.004","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/src_components_0a88f67d._.js","2025-08-22 16:35:14"
"http://localhost:3000/beswib.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.002","Tue, 17 Jun 2025 01:56:25 GMT","","","","","1.1","","http://localhost:3000/beswib.svg","2025-08-22 16:35:14"
"http://localhost:3000/robot.txt/marketplace","","307","Temporary Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","1","1","0","100.000","0","0","0","0","0","0","","","","","","0.011","","https://frank-meerkat-31.clerk.accounts.dev/v1/client/handshake?redirect_url=http%3A%2F%2Flocalhost%3A3000%2Frobot.txt%2Fmarketplace&__clerk_api_version=2025-04-10&suffixed_cookies=false&__clerk_hs_reason=dev-browser-missing&format=nonce","HTTP Redirect","","","1.1","","http://localhost:3000/robot.txt/marketplace","2025-08-22 16:35:14"
"http://localhost:3000/_next/static/chunks/69652_%40swc_helpers_cjs_77b72907._.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.002","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/69652_%40swc_helpers_cjs_77b72907._.js","2025-08-22 16:35:14"
"http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_f5467b81._.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","671","671","671","0.261","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_f5467b81._.js","2025-08-22 16:35:14"
"http://localhost:3000/faq","","307","Temporary Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","1","1","0","100.000","0","0","0","0","0","0","","","","","","0.012","","https://frank-meerkat-31.clerk.accounts.dev/v1/client/handshake?redirect_url=http%3A%2F%2Flocalhost%3A3000%2Ffaq&__clerk_api_version=2025-04-10&suffixed_cookies=false&__clerk_hs_reason=dev-browser-missing&format=nonce","HTTP Redirect","","","1.1","","http://localhost:3000/faq","2025-08-22 16:35:15"
"http://localhost:3000/_next/static/chunks/src_app_%5Blocale%5D_error_tsx_03518f3f._.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","308","308","308","0.120","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/src_app_%5Blocale%5D_error_tsx_03518f3f._.js","2025-08-22 16:35:15"
"http://localhost:3000/_next/static/chunks/src_app_%5Blocale%5D_0f260e7f._.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.005","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/src_app_%5Blocale%5D_0f260e7f._.js","2025-08-22 16:35:15"
"http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0deace6f._.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.005","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0deace6f._.css","2025-08-22 16:35:15"
"http://localhost:3000/fr","","307","Temporary Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","1","1","0","100.000","0","0","0","0","0","0","","","","","","0.008","","https://frank-meerkat-31.clerk.accounts.dev/v1/client/handshake?redirect_url=http%3A%2F%2Flocalhost%3A3000%2Ffr&__clerk_api_version=2025-04-10&suffixed_cookies=false&__clerk_hs_reason=dev-browser-missing&format=nonce","HTTP Redirect","","","1.1","","http://localhost:3000/fr","2025-08-22 16:35:15"
"http://localhost:3000/_next/static/chunks/fbff6_next_dist_16f2809a._.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.004","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/fbff6_next_dist_16f2809a._.js","2025-08-22 16:35:15"
