"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","Meta Robots 2","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","URL Encoded Address","Crawl Timestamp"
"http://localhost:3000/sitemap.xml","text/html; charset=utf-8","200","OK","Indexable","","Transfer Race Bibs | Buy & Sell Running, Trail, Triathlon Bibs","62","528","Transfer race bibs safely with Beswib. Buy and sell running, trail, triathlon, and cycling race bibs. Join thousands of athletes worldwide.","139","830","race bibs, running bibs, trail running, triathlon, cycling, race transfer, buy bibs, sell bibs, marathon, ultra trail","117","An unexpected event? Transfer your bib!","39","How does it work?","17","Why choose Beswib?","18","index, follow","index, follow, max-video-preview:-1, max-image-preview:large, max-snippet:-1","","","","","","","","","294247","82072","82072","31.962","","288","65","4.431","36.369","Hard","0.891","0","0","","0","0","0","0.000","29","22","0","4","4","0","","","","","421e2801e85b341086418a075b5b21df","0.383","","","","","sitemap.xml","1.1","","http://localhost:3000/sitemap.xml","2025-08-22 16:30:49"
"http://localhost:3000/_next/static/chunks/c510a_%40tanstack_query-core_build_modern_c46baecd._.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/c510a_%40tanstack_query-core_build_modern_c46baecd._.js","2025-08-22 16:30:51"
"http://localhost:3000/_next/static/chunks/fbff6_next_dist_build_polyfills_polyfill-nomodule.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.004","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/fbff6_next_dist_build_polyfills_polyfill-nomodule.js","2025-08-22 16:30:51"
"http://localhost:3000/sitemap.xml/legals/privacy-policy","","307","Temporary Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","","2","","1","1","0","100.000","0","0","0","0","0","0","","","","","","0.010","","https://frank-meerkat-31.clerk.accounts.dev/v1/client/handshake?redirect_url=http%3A%2F%2Flocalhost%3A3000%2Fsitemap.xml%2Flegals%2Fprivacy-policy&__clerk_api_version=2025-04-10&suffixed_cookies=false&__clerk_hs_reason=dev-browser-missing&format=nonce","HTTP Redirect","","","1.1","","http://localhost:3000/sitemap.xml/legals/privacy-policy","2025-08-22 16:30:51"
"http://localhost:3000/ro","","307","Temporary Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","","0","","1","1","0","100.000","0","0","0","0","0","0","","","","","","0.013","","https://frank-meerkat-31.clerk.accounts.dev/v1/client/handshake?redirect_url=http%3A%2F%2Flocalhost%3A3000%2Fro&__clerk_api_version=2025-04-10&suffixed_cookies=false&__clerk_hs_reason=dev-browser-missing&format=nonce","HTTP Redirect","","","1.1","","http://localhost:3000/ro","2025-08-22 16:30:51"
"http://localhost:3000/nl","","307","Temporary Redirect","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","","0","","1","1","0","100.000","0","0","0","0","0","0","","","","","","0.021","","https://frank-meerkat-31.clerk.accounts.dev/v1/client/handshake?redirect_url=http%3A%2F%2Flocalhost%3A3000%2Fnl&__clerk_api_version=2025-04-10&suffixed_cookies=false&__clerk_hs_reason=dev-browser-missing&format=nonce","HTTP Redirect","","","1.1","","http://localhost:3000/nl","2025-08-22 16:30:51"
"http://localhost:3000/_next/static/chunks/fbff6_next_dist_compiled_react-dom_d8587014._.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.006","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/fbff6_next_dist_compiled_react-dom_d8587014._.js","2025-08-22 16:30:51"
"http://localhost:3000/landing/background_v4_dark.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","1042630","1042630","1042630","406.042","","0","","","","","0.000","","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.011","Sun, 17 Aug 2025 18:50:27 GMT","","","","","1.1","","http://localhost:3000/landing/background_v4_dark.webp","2025-08-22 16:30:51"
"http://localhost:3000/_next/static/chunks/node_modules__pnpm_ad001be5._.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/node_modules__pnpm_ad001be5._.js","2025-08-22 16:30:51"
"http://localhost:3000/_next/static/chunks/turbopack-_23925180._.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","Fri, 22 Aug 2025 14:14:36 GMT","","","","","1.1","","http://localhost:3000/_next/static/chunks/turbopack-_23925180._.js","2025-08-22 16:30:51"
